"","participant","predicate","predicate_number","context","context_number","response"
"2877",103,"be right",6,"15L",7,0.07
"2878",103,"admit",13,"17H",21,0.58
"2879",103,"discover",14,"8H",1,0.65
"2880",103,"prove",2,"2H",25,0.21
"2881",103,"reveal",3,"19L",4,0.1
"2882",103,"know",11,"11H",29,0.73
"2883",103,"inform",12,"1H",13,0.76
"2884",103,"think",7,"12H",2,0.22
"2885",103,"be annoyed",9,"7L",19,0.64
"2886",103,"say",8,"20L",27,0.14
"2887",104,"think",7,"9H",35,0.03
"2888",104,"reveal",3,"12L",28,0
"2889",104,"say",8,"20L",27,0.02
"2891",104,"pretend",15,"16H",17,0.03
"2892",104,"inform",12,"11H",29,0.59
"2893",104,"confirm",4,"14H",22,0.11
"2895",104,"admit",13,"19L",4,0.04
"2897",104,"know",11,"5H",20,0.5
"2898",104,"acknowledge",5,"15H",34,0.53
"2899",104,"suggest",17,"13H",8,0.01
"2900",104,"discover",14,"2L",10,0.03
"2901",104,"see",19,"6L",30,0.72
"2902",104,"be right",6,"8L",23,0
"2903",104,"announce",10,"7H",24,0.05
"2905",104,"hear",16,"10H",18,0.62
"2906",104,"demonstrate",18,"17L",15,0.05
"2907",104,"establish",1,"3L",9,0.02
"2909",104,"be annoyed",9,"18L",32,0.75
"2910",104,"prove",2,"4L",12,0.07
"2911",104,"confess",20,"1H",13,0.35
"2913",105,"pretend",15,"1H",13,0.45
"2914",105,"know",11,"2L",10,0.21
"2915",105,"acknowledge",5,"7L",19,0.01
"2917",105,"think",7,"10H",18,0.1
"2919",105,"reveal",3,"14L",14,0.01
"2920",105,"confirm",4,"8L",23,0
"2921",105,"suggest",17,"16H",17,0.02
"2922",105,"announce",10,"19L",4,0.03
"2924",105,"see",19,"12H",2,0.03
"2925",105,"discover",14,"5H",20,0.17
"2926",105,"prove",2,"17L",15,0
"2929",105,"be right",6,"9H",35,0.4
"2930",105,"establish",1,"3H",33,0.01
"2931",105,"inform",12,"6L",30,0.09
"2932",105,"confess",20,"13H",8,0.04
"2933",105,"hear",16,"20H",3,0.05
"2934",105,"be annoyed",9,"4L",12,0.76
"2935",105,"demonstrate",18,"15L",7,0.1
"2936",105,"admit",13,"18L",32,0.01
"2938",105,"say",8,"11H",29,0.08
"2939",106,"pretend",15,"10H",18,0.03
"2940",106,"reveal",3,"12H",2,0.03
"2943",106,"prove",2,"8L",23,0.02
"2944",106,"suggest",17,"17H",21,0.01
"2945",106,"be annoyed",9,"13H",8,0.98
"2946",106,"say",8,"5L",38,0
"2947",106,"announce",10,"15H",34,0.01
"2948",106,"confirm",4,"20L",27,0.01
"2949",106,"establish",1,"1L",37,0.02
"2950",106,"see",19,"2H",25,0.98
"2951",106,"inform",12,"11H",29,0.99
"2952",106,"acknowledge",5,"9H",35,0.01
"2953",106,"confess",20,"6L",30,0.03
"2954",106,"discover",14,"19H",39,0.99
"2955",106,"hear",16,"4L",12,0
"2956",106,"demonstrate",18,"7L",19,0.02
"2959",106,"be right",6,"3H",33,0.03
"2961",106,"know",11,"16L",31,0.96
"2963",106,"think",7,"18L",32,0.01
"2964",106,"admit",13,"14L",14,0
"2965",107,"suggest",17,"19H",39,0.05
"2966",107,"discover",14,"18H",6,0.04
"2967",107,"confirm",4,"16L",31,0
"2968",107,"say",8,"8H",1,0
"2969",107,"establish",1,"7L",19,0.01
"2970",107,"acknowledge",5,"2L",10,0
"2971",107,"hear",16,"14H",22,0.09
"2974",107,"think",7,"13L",26,0.02
"2975",107,"confess",20,"3L",9,0.01
"2976",107,"demonstrate",18,"12L",28,0
"2978",107,"be annoyed",9,"20L",27,0.11
"2979",107,"prove",2,"5H",20,0
"2980",107,"announce",10,"6H",5,0
"2981",107,"be right",6,"9H",35,0
"2982",107,"inform",12,"15L",7,0
"2983",107,"reveal",3,"1H",13,0.99
"2984",107,"see",19,"4H",40,0.5
"2985",107,"admit",13,"10L",36,0
"2989",107,"know",11,"11L",11,0.51
"2990",107,"pretend",15,"17H",21,0.01
"2991",108,"discover",14,"16L",31,0.99
"2992",108,"acknowledge",5,"4H",40,0
"2993",108,"confirm",4,"15L",7,0
"2994",108,"reveal",3,"1L",37,1
"2995",108,"think",7,"8H",1,0
"2996",108,"inform",12,"2L",10,1
"2997",108,"be right",6,"18H",6,0
"2998",108,"know",11,"3H",33,1
"3001",108,"demonstrate",18,"17L",15,0
"3002",108,"be annoyed",9,"9H",35,1
"3003",108,"admit",13,"19H",39,1
"3004",108,"say",8,"20L",27,0
"3007",108,"announce",10,"6L",30,1
"3009",108,"suggest",17,"14H",22,0
"3010",108,"pretend",15,"10L",36,0
"3011",108,"see",19,"11L",11,1
"3012",108,"hear",16,"5H",20,1
"3014",108,"establish",1,"13H",8,0
"3015",108,"prove",2,"12H",2,0
"3016",108,"confess",20,"7L",19,1
"3018",109,"acknowledge",5,"3L",9,0.08
"3019",109,"prove",2,"17H",21,0.02
"3020",109,"inform",12,"14H",22,0.77
"3021",109,"be right",6,"11L",11,0.21
"3023",109,"know",11,"13H",8,0.73
"3024",109,"reveal",3,"12H",2,0.18
"3025",109,"see",19,"7L",19,0.01
"3026",109,"hear",16,"4L",12,0.01
"3027",109,"demonstrate",18,"1L",37,0.01
"3028",109,"confirm",4,"2H",25,0.8
"3029",109,"establish",1,"15L",7,0.02
"3031",109,"say",8,"10L",36,0.02
"3032",109,"be annoyed",9,"5L",38,0.85
"3033",109,"think",7,"9L",16,0.01
"3034",109,"suggest",17,"6H",5,0.14
"3036",109,"admit",13,"18H",6,0.2
"3037",109,"confess",20,"8H",1,0.04
"3039",109,"pretend",15,"20H",3,0.95
"3040",109,"announce",10,"19H",39,0.8
"3042",109,"discover",14,"16L",31,0.07
"3043",110,"confirm",4,"3H",33,0.03
"3045",110,"see",19,"4L",12,0.97
"3046",110,"know",11,"10L",36,0.84
"3047",110,"reveal",3,"19H",39,1
"3048",110,"prove",2,"11H",29,0.03
"3049",110,"suggest",17,"1L",37,0.02
"3050",110,"acknowledge",5,"15L",7,0.02
"3051",110,"discover",14,"18L",32,0.21
"3053",110,"establish",1,"14L",14,0.01
"3055",110,"pretend",15,"8H",1,0.02
"3056",110,"be annoyed",9,"17H",21,0.98
"3057",110,"announce",10,"6H",5,0.01
"3058",110,"hear",16,"2H",25,0.98
"3059",110,"admit",13,"5H",20,0.01
"3061",110,"think",7,"13L",26,0.01
"3062",110,"demonstrate",18,"7L",19,0.02
"3063",110,"confess",20,"9L",16,0
"3065",110,"inform",12,"16L",31,0.99
"3067",110,"say",8,"20H",3,0.02
"3068",110,"be right",6,"12H",2,0.02
"3069",111,"demonstrate",18,"2H",25,0.02
"3070",111,"say",8,"9L",16,0
"3072",111,"be right",6,"15H",34,0.14
"3073",111,"establish",1,"1H",13,0.22
"3075",111,"suggest",17,"19H",39,0.01
"3076",111,"announce",10,"5L",38,0.07
"3077",111,"hear",16,"4H",40,0.01
"3078",111,"reveal",3,"3L",9,0.11
"3079",111,"acknowledge",5,"10L",36,0.43
"3080",111,"inform",12,"12L",28,0.71
"3081",111,"think",7,"7H",24,0.03
"3082",111,"confirm",4,"14L",14,0.25
"3083",111,"admit",13,"6H",5,0.65
"3084",111,"confess",20,"18L",32,0.37
"3087",111,"be annoyed",9,"13H",8,0.93
"3088",111,"see",19,"20L",27,0.81
"3090",111,"pretend",15,"16H",17,0.02
"3092",111,"discover",14,"11H",29,0.89
"3093",111,"know",11,"17L",15,0.85
"3094",111,"prove",2,"8L",23,0.03
"3095",112,"admit",13,"3H",33,0.06
"3096",112,"reveal",3,"19L",4,0.04
"3097",112,"establish",1,"13H",8,0.31
"3099",112,"discover",14,"10L",36,1
"3100",112,"announce",10,"11L",11,0.45
"3102",112,"confirm",4,"14L",14,0.24
"3104",112,"suggest",17,"8L",23,0.01
"3106",112,"demonstrate",18,"2H",25,0.23
"3107",112,"acknowledge",5,"12H",2,0.02
"3108",112,"be right",6,"16L",31,0.42
"3110",112,"be annoyed",9,"20H",3,0.97
"3111",112,"inform",12,"1H",13,0.98
"3112",112,"prove",2,"18L",32,0
"3113",112,"say",8,"15L",7,0.02
"3115",112,"think",7,"6H",5,0.02
"3116",112,"see",19,"9L",16,0.46
"3117",112,"confess",20,"17H",21,0.04
"3118",112,"hear",16,"4H",40,0.4
"3119",112,"know",11,"5H",20,0.95
"3120",112,"pretend",15,"7L",19,0.04
"3121",113,"acknowledge",5,"7L",19,0.14
"3122",113,"suggest",17,"3H",33,0.81
"3123",113,"hear",16,"14H",22,0.45
"3124",113,"prove",2,"9H",35,0.31
"3125",113,"announce",10,"12L",28,0
"3126",113,"inform",12,"8L",23,0.02
"3127",113,"be annoyed",9,"4H",40,0.11
"3128",113,"confirm",4,"17L",15,0.07
"3129",113,"think",7,"1H",13,0.74
"3130",113,"confess",20,"10H",18,0.61
"3134",113,"be right",6,"2H",25,0.58
"3135",113,"know",11,"6H",5,0.17
"3136",113,"admit",13,"13L",26,0.08
"3138",113,"discover",14,"18H",6,0.16
"3139",113,"pretend",15,"20L",27,0.1
"3141",113,"demonstrate",18,"16L",31,0.18
"3142",113,"reveal",3,"19L",4,0.02
"3143",113,"see",19,"11H",29,0.5
"3145",113,"say",8,"5L",38,0.35
"3146",113,"establish",1,"15L",7,0.38
"3147",114,"think",7,"17L",15,0
"3148",114,"hear",16,"20H",3,0.89
"3151",114,"see",19,"3L",9,0.09
"3152",114,"know",11,"9H",35,0.73
"3153",114,"acknowledge",5,"19L",4,0.06
"3154",114,"discover",14,"4H",40,0.83
"3155",114,"be annoyed",9,"7L",19,0.04
"3157",114,"establish",1,"10L",36,0
"3158",114,"confess",20,"12H",2,0.33
"3159",114,"admit",13,"5H",20,0.09
"3161",114,"inform",12,"18L",32,0.16
"3162",114,"demonstrate",18,"13L",26,0.01
"3163",114,"be right",6,"6H",5,0.21
"3164",114,"announce",10,"1H",13,0.98
"3165",114,"reveal",3,"15L",7,0.02
"3166",114,"suggest",17,"11H",29,0.49
"3167",114,"prove",2,"2H",25,0.52
"3168",114,"say",8,"14L",14,0.03
"3170",114,"confirm",4,"16H",17,0.25
"3171",114,"pretend",15,"8L",23,0.03
"3174",115,"reveal",3,"14L",14,0.03
"3175",115,"confess",20,"2H",25,0.57
"3176",115,"suggest",17,"8L",23,0.08
"3179",115,"be right",6,"20H",3,0.68
"3181",115,"confirm",4,"18H",6,0.74
"3182",115,"say",8,"16H",17,0.71
"3183",115,"be annoyed",9,"13H",8,0.91
"3184",115,"inform",12,"12H",2,0.95
"3185",115,"prove",2,"11L",11,0.34
"3186",115,"see",19,"3H",33,0.49
"3187",115,"acknowledge",5,"7L",19,0.75
"3188",115,"establish",1,"6L",30,0.49
"3189",115,"demonstrate",18,"1L",37,0.17
"3190",115,"know",11,"5L",38,0.93
"3191",115,"announce",10,"19L",4,0.56
"3192",115,"pretend",15,"4H",40,0.2
"3193",115,"hear",16,"10L",36,0.49
"3194",115,"discover",14,"15H",34,0.73
"3197",115,"think",7,"17L",15,0.35
"3198",115,"admit",13,"9H",35,0.6
"3199",116,"be annoyed",9,"20L",27,0.98
"3201",116,"think",7,"9L",16,0.06
"3203",116,"announce",10,"17H",21,0
"3204",116,"suggest",17,"13H",8,0
"3206",116,"say",8,"6L",30,0
"3207",116,"reveal",3,"4L",12,1
"3209",116,"confirm",4,"14L",14,0
"3210",116,"pretend",15,"16L",31,0
"3212",116,"hear",16,"10L",36,1
"3213",116,"acknowledge",5,"8L",23,1
"3214",116,"establish",1,"19H",39,0.83
"3215",116,"know",11,"7L",19,1
"3216",116,"be right",6,"1H",13,0
"3217",116,"discover",14,"15H",34,1
"3218",116,"demonstrate",18,"12H",2,0.61
"3219",116,"prove",2,"3L",9,0
"3221",116,"admit",13,"18H",6,1
"3222",116,"see",19,"11H",29,0
"3223",116,"confess",20,"2H",25,0.75
"3224",116,"inform",12,"5H",20,1
"3226",117,"think",7,"9L",16,0.13
"3227",117,"prove",2,"11L",11,0.12
"3228",117,"demonstrate",18,"8H",1,0.16
"3229",117,"confirm",4,"20L",27,0.1
"3230",117,"be right",6,"2L",10,0.07
"3231",117,"be annoyed",9,"3H",33,0.7
"3232",117,"pretend",15,"18L",32,0.05
"3234",117,"admit",13,"4H",40,0.75
"3235",117,"confess",20,"12H",2,0.32
"3236",117,"know",11,"19H",39,0.87
"3237",117,"acknowledge",5,"7L",19,0.78
"3239",117,"establish",1,"6H",5,0.7
"3242",117,"say",8,"14L",14,0.12
"3243",117,"reveal",3,"17H",21,0.7
"3244",117,"announce",10,"16L",31,0.83
"3245",117,"suggest",17,"13H",8,0.88
"3247",117,"see",19,"5L",38,0.91
"3248",117,"discover",14,"10H",18,0.61
"3249",117,"hear",16,"1H",13,0.92
"3250",117,"inform",12,"15L",7,0.68
"3251",118,"be right",6,"6L",30,0.56
"3253",118,"hear",16,"3L",9,0.26
"3255",118,"demonstrate",18,"10H",18,0.25
"3256",118,"suggest",17,"2H",25,0.22
"3257",118,"reveal",3,"7L",19,0.44
"3258",118,"prove",2,"20L",27,0.2
"3259",118,"pretend",15,"8L",23,0.14
"3260",118,"acknowledge",5,"17H",21,0.06
"3261",118,"be annoyed",9,"1H",13,0.63
"3262",118,"inform",12,"11H",29,0.45
"3263",118,"discover",14,"12L",28,0.25
"3264",118,"confirm",4,"5L",38,0.17
"3265",118,"see",19,"19H",39,0.57
"3267",118,"confess",20,"13L",26,0.1
"3268",118,"announce",10,"16H",17,0.3
"3270",118,"admit",13,"9L",16,0.05
"3271",118,"know",11,"4H",40,0.08
"3272",118,"say",8,"18H",6,0.12
"3273",118,"think",7,"15H",34,0.24
"3275",118,"establish",1,"14L",14,0.14
"3277",119,"reveal",3,"19L",4,0.06
"3278",119,"know",11,"18L",32,0.16
"3279",119,"announce",10,"12L",28,0.05
"3281",119,"prove",2,"6L",30,0.13
"3283",119,"establish",1,"20H",3,0.63
"3285",119,"pretend",15,"17H",21,0.22
"3286",119,"confirm",4,"2H",25,0.28
"3287",119,"hear",16,"13H",8,0.17
"3288",119,"acknowledge",5,"4H",40,0.5
"3290",119,"be annoyed",9,"5H",20,0.61
"3291",119,"say",8,"14H",22,0.35
"3293",119,"discover",14,"9H",35,0.14
"3294",119,"demonstrate",18,"1L",37,0.21
"3295",119,"see",19,"8L",23,0.12
"3296",119,"confess",20,"15L",7,0.22
"3297",119,"be right",6,"16H",17,0.31
"3298",119,"admit",13,"11L",11,0.2
"3299",119,"suggest",17,"10L",36,0.04
"3301",119,"think",7,"7L",19,0.16
"3302",119,"inform",12,"3H",33,0.07
"3303",120,"know",11,"6H",5,0.97
"3306",120,"confess",20,"2L",10,0.35
"3307",120,"say",8,"5H",20,0.68
"3308",120,"announce",10,"20H",3,0.14
"3309",120,"pretend",15,"12H",2,0.1
"3310",120,"prove",2,"3L",9,0.66
"3311",120,"demonstrate",18,"13H",8,0.72
"3312",120,"inform",12,"19L",4,0.06
"3313",120,"suggest",17,"18L",32,0.09
"3314",120,"see",19,"10H",18,0.99
"3315",120,"discover",14,"15L",7,0.98
"3316",120,"think",7,"1L",37,0.02
"3318",120,"confirm",4,"8H",1,0.45
"3319",120,"establish",1,"9L",16,1
"3321",120,"be right",6,"17H",21,0.99
"3322",120,"reveal",3,"7H",24,0.45
"3323",120,"hear",16,"16L",31,0.04
"3324",120,"acknowledge",5,"4L",12,0.5
"3325",120,"admit",13,"11H",29,1
"3328",120,"be annoyed",9,"14L",14,0.98
"3330",121,"pretend",15,"10H",18,0.2
"3331",121,"see",19,"5L",38,0.58
"3332",121,"think",7,"3H",33,0.09
"3335",121,"be right",6,"17H",21,0.08
"3336",121,"know",11,"14H",22,0.45
"3337",121,"establish",1,"6H",5,0.16
"3338",121,"suggest",17,"8L",23,0.57
"3339",121,"acknowledge",5,"13L",26,0.1
"3340",121,"demonstrate",18,"4H",40,0.39
"3341",121,"confess",20,"12H",2,0.61
"3343",121,"discover",14,"2L",10,0.67
"3344",121,"be annoyed",9,"11H",29,0.12
"3345",121,"admit",13,"1H",13,0.11
"3346",121,"prove",2,"7L",19,0.01
"3347",121,"say",8,"18H",6,0.45
"3348",121,"confirm",4,"9L",16,0.32
"3349",121,"inform",12,"20L",27,0.61
"3351",121,"hear",16,"19L",4,0.53
"3352",121,"announce",10,"16L",31,0.29
"3354",121,"reveal",3,"15L",7,0.19
"3357",122,"announce",10,"18L",32,1
"3358",122,"suggest",17,"12H",2,0
"3359",122,"be annoyed",9,"3L",9,1
"3360",122,"admit",13,"7L",19,1
"3362",122,"discover",14,"20H",3,1
"3363",122,"demonstrate",18,"9L",16,0.51
"3364",122,"confess",20,"2H",25,1
"3365",122,"reveal",3,"11L",11,1
"3366",122,"confirm",4,"19L",4,1
"3368",122,"think",7,"10H",18,0
"3369",122,"establish",1,"17L",15,0
"3371",122,"say",8,"1H",13,1
"3372",122,"acknowledge",5,"16H",17,1
"3373",122,"see",19,"4H",40,1
"3374",122,"pretend",15,"5H",20,0
"3375",122,"be right",6,"14L",14,0
"3376",122,"inform",12,"8H",1,1
"3377",122,"know",11,"13L",26,1
"3378",122,"hear",16,"15H",34,0.52
"3380",122,"prove",2,"6L",30,0
"3381",123,"see",19,"3H",33,1
"3382",123,"say",8,"1H",13,0.28
"3384",123,"be right",6,"15L",7,0.71
"3386",123,"be annoyed",9,"16L",31,1
"3387",123,"admit",13,"11H",29,0.72
"3388",123,"suggest",17,"13L",26,0.27
"3389",123,"confirm",4,"18H",6,0.3
"3390",123,"establish",1,"20H",3,0.75
"3392",123,"acknowledge",5,"17L",15,0.77
"3393",123,"reveal",3,"4L",12,0.69
"3394",123,"know",11,"8H",1,1
"3396",123,"pretend",15,"9L",16,0
"3398",123,"announce",10,"6H",5,0.74
"3399",123,"prove",2,"10H",18,0.49
"3400",123,"think",7,"14H",22,0.23
"3402",123,"demonstrate",18,"5L",38,1
"3403",123,"confess",20,"7H",24,0.74
"3404",123,"discover",14,"12L",28,1
"3405",123,"hear",16,"19L",4,1
"3406",123,"inform",12,"2L",10,0
"3408",124,"be annoyed",9,"12L",28,0.92
"3409",124,"establish",1,"14H",22,0.04
"3410",124,"think",7,"6L",30,0.06
"3411",124,"acknowledge",5,"3H",33,0.11
"3412",124,"announce",10,"8L",23,0.75
"3415",124,"pretend",15,"16L",31,0.02
"3416",124,"demonstrate",18,"15H",34,0.5
"3417",124,"inform",12,"1H",13,0.93
"3419",124,"suggest",17,"5L",38,0.14
"3420",124,"prove",2,"17H",21,0.13
"3421",124,"know",11,"19H",39,0.93
"3422",124,"reveal",3,"4L",12,0.61
"3424",124,"admit",13,"10H",18,0.55
"3425",124,"see",19,"7L",19,0.86
"3426",124,"discover",14,"18H",6,0.92
"3427",124,"hear",16,"2L",10,0.95
"3428",124,"confess",20,"20L",27,0.05
"3429",124,"say",8,"11H",29,0.21
"3430",124,"confirm",4,"9L",16,0.13
"3432",124,"be right",6,"13H",8,0.09
"3433",125,"acknowledge",5,"1L",37,0.88
"3434",125,"know",11,"3H",33,0.72
"3435",125,"see",19,"6H",5,0.85
"3438",125,"discover",14,"17H",21,0.89
"3439",125,"confess",20,"2H",25,0.86
"3440",125,"demonstrate",18,"9L",16,0.42
"3441",125,"inform",12,"16L",31,0.9
"3442",125,"suggest",17,"12L",28,0.05
"3444",125,"think",7,"19H",39,0.42
"3446",125,"be right",6,"8L",23,0.09
"3447",125,"admit",13,"18H",6,0.78
"3448",125,"prove",2,"14H",22,0.73
"3449",125,"say",8,"20L",27,0.35
"3451",125,"establish",1,"4L",12,0.12
"3453",125,"announce",10,"13H",8,0.87
"3454",125,"hear",16,"7H",24,0.81
"3455",125,"be annoyed",9,"11L",11,0.86
"3456",125,"confirm",4,"10L",36,0.13
"3457",125,"pretend",15,"5L",38,0.18
"3458",125,"reveal",3,"15H",34,0.91
"3460",126,"pretend",15,"16L",31,1
"3461",126,"be right",6,"7H",24,0
"3463",126,"know",11,"3L",9,0.08
"3464",126,"discover",14,"6H",5,0
"3465",126,"confess",20,"10H",18,0.51
"3466",126,"announce",10,"4H",40,0.23
"3467",126,"establish",1,"13L",26,0.51
"3468",126,"hear",16,"12H",2,0.5
"3470",126,"be annoyed",9,"2L",10,1
"3471",126,"demonstrate",18,"11L",11,0.83
"3472",126,"inform",12,"18H",6,0
"3473",126,"prove",2,"20H",3,0.8
"3474",126,"admit",13,"14H",22,0.6
"3475",126,"think",7,"17L",15,0.51
"3476",126,"suggest",17,"19H",39,0.91
"3477",126,"see",19,"15L",7,0.07
"3479",126,"say",8,"8L",23,0.08
"3480",126,"reveal",3,"1L",37,0
"3481",126,"confirm",4,"9H",35,0.5
"3484",126,"acknowledge",5,"5L",38,0
"3485",127,"acknowledge",5,"10H",18,0.92
"3486",127,"announce",10,"20L",27,0.85
"3488",127,"be right",6,"3H",33,0.16
"3489",127,"reveal",3,"15H",34,0.71
"3491",127,"say",8,"12L",28,0
"3492",127,"think",7,"7H",24,0.07
"3493",127,"admit",13,"2H",25,0.73
"3496",127,"hear",16,"11L",11,0
"3497",127,"suggest",17,"16L",31,0.07
"3498",127,"demonstrate",18,"8H",1,0.18
"3499",127,"confess",20,"1L",37,0.14
"3500",127,"know",11,"14H",22,0.93
"3502",127,"confirm",4,"18L",32,0.29
"3503",127,"see",19,"5H",20,0.74
"3504",127,"discover",14,"17L",15,0
"3505",127,"pretend",15,"19L",4,0
"3506",127,"establish",1,"4L",12,0.09
"3507",127,"inform",12,"13L",26,0.12
"3509",127,"be annoyed",9,"9H",35,0.85
"3510",127,"prove",2,"6H",5,0.15
"3511",128,"suggest",17,"9L",16,0
"3512",128,"establish",1,"18L",32,0
"3513",128,"prove",2,"11H",29,0
"3514",128,"be right",6,"5H",20,0
"3515",128,"confirm",4,"15L",7,0
"3516",128,"think",7,"13H",8,1
"3517",128,"be annoyed",9,"16H",17,1
"3519",128,"pretend",15,"6L",30,0
"3520",128,"say",8,"8L",23,0
"3521",128,"reveal",3,"4L",12,0
"3522",128,"hear",16,"19H",39,0.79
"3523",128,"acknowledge",5,"20H",3,0.86
"3526",128,"know",11,"12H",2,0.12
"3527",128,"inform",12,"1L",37,0
"3528",128,"announce",10,"3L",9,0.09
"3529",128,"discover",14,"2L",10,0
"3530",128,"demonstrate",18,"10H",18,0.3
"3533",128,"admit",13,"14H",22,0.17
"3535",128,"confess",20,"7H",24,0
"3536",128,"see",19,"17L",15,0
"3537",129,"know",11,"12L",28,0.98
"3538",129,"prove",2,"1L",37,0.52
"3540",129,"confess",20,"13L",26,0.28
"3541",129,"see",19,"15L",7,0.74
"3542",129,"discover",14,"18H",6,0.67
"3544",129,"inform",12,"14H",22,0.75
"3545",129,"confirm",4,"17H",21,0.23
"3546",129,"be annoyed",9,"4L",12,0.98
"3548",129,"acknowledge",5,"20H",3,0.76
"3549",129,"announce",10,"3H",33,0.26
"3550",129,"suggest",17,"5H",20,0
"3551",129,"demonstrate",18,"6H",5,0.02
"3552",129,"establish",1,"11H",29,0.05
"3553",129,"admit",13,"7L",19,0.5
"3554",129,"pretend",15,"16H",17,0
"3555",129,"think",7,"19L",4,0
"3556",129,"say",8,"2L",10,0
"3557",129,"be right",6,"8L",23,0
"3558",129,"reveal",3,"10L",36,0.14
"3562",129,"hear",16,"9H",35,0.75
"3563",130,"think",7,"1L",37,0
"3564",130,"acknowledge",5,"3H",33,0.29
"3565",130,"confess",20,"12L",28,0
"3566",130,"see",19,"18H",6,0
"3567",130,"be annoyed",9,"19H",39,0.89
"3568",130,"confirm",4,"16L",31,0
"3569",130,"know",11,"14H",22,1
"3570",130,"discover",14,"8H",1,0.67
"3571",130,"admit",13,"10L",36,0
"3575",130,"announce",10,"11H",29,0.21
"3576",130,"inform",12,"6H",5,0
"3577",130,"be right",6,"2L",10,0
"3578",130,"demonstrate",18,"17L",15,0
"3579",130,"hear",16,"5H",20,0.42
"3581",130,"suggest",17,"7H",24,0
"3582",130,"prove",2,"15L",7,0
"3583",130,"establish",1,"20L",27,0
"3585",130,"pretend",15,"13H",8,0.46
"3586",130,"say",8,"4L",12,0
"3588",130,"reveal",3,"9L",16,0
"3589",131,"be annoyed",9,"6H",5,0.9
"3590",131,"think",7,"14L",14,0.08
"3591",131,"suggest",17,"12H",2,0
"3592",131,"pretend",15,"9L",16,0.13
"3593",131,"prove",2,"10H",18,0.25
"3594",131,"inform",12,"11L",11,0.9
"3596",131,"establish",1,"16L",31,0.08
"3597",131,"discover",14,"17L",15,0.07
"3598",131,"demonstrate",18,"15L",7,0.03
"3599",131,"confirm",4,"2H",25,0.41
"3600",131,"acknowledge",5,"3H",33,0.48
"3601",131,"admit",13,"20L",27,0
"3603",131,"be right",6,"4H",40,0.27
"3604",131,"see",19,"7H",24,0
"3606",131,"say",8,"19L",4,0.09
"3607",131,"confess",20,"13H",8,0.76
"3609",131,"reveal",3,"8H",1,0.82
"3610",131,"announce",10,"5L",38,0.72
"3611",131,"hear",16,"1H",13,1
"3614",131,"know",11,"18L",32,0
"3615",132,"acknowledge",5,"10H",18,0
"3616",132,"think",7,"17L",15,0.03
"3617",132,"prove",2,"12H",2,0
"3618",132,"announce",10,"2H",25,0.02
"3619",132,"admit",13,"14L",14,0
"3622",132,"confirm",4,"9L",16,0.01
"3623",132,"suggest",17,"15H",34,0.47
"3625",132,"see",19,"8H",1,0.4
"3626",132,"establish",1,"5H",20,0
"3627",132,"demonstrate",18,"7L",19,0
"3628",132,"hear",16,"13H",8,0.48
"3629",132,"say",8,"16L",31,0
"3630",132,"inform",12,"4L",12,0
"3631",132,"be annoyed",9,"6H",5,0
"3632",132,"confess",20,"19L",4,0.03
"3634",132,"know",11,"3L",9,0.49
"3635",132,"pretend",15,"20H",3,0.48
"3636",132,"discover",14,"18L",32,0.07
"3638",132,"reveal",3,"11L",11,0.52
"3640",132,"be right",6,"1H",13,0.5
"3641",133,"confess",20,"19H",39,0.72
"3642",133,"prove",2,"2H",25,0.88
"3643",133,"be annoyed",9,"15H",34,0.98
"3644",133,"acknowledge",5,"10L",36,0.86
"3645",133,"announce",10,"16H",17,0.07
"3646",133,"admit",13,"12L",28,0.48
"3647",133,"demonstrate",18,"1L",37,0.03
"3650",133,"pretend",15,"3L",9,0.02
"3651",133,"see",19,"9L",16,0.82
"3653",133,"inform",12,"7L",19,0.32
"3655",133,"be right",6,"17H",21,0.02
"3657",133,"reveal",3,"20H",3,0.98
"3658",133,"discover",14,"5H",20,0.92
"3659",133,"know",11,"6L",30,0.98
"3660",133,"confirm",4,"4L",12,0.63
"3661",133,"suggest",17,"13H",8,0.02
"3662",133,"establish",1,"18L",32,0.62
"3663",133,"think",7,"8L",23,0.02
"3665",133,"hear",16,"14H",22,0.76
"3666",133,"say",8,"11H",29,0.15
"3667",134,"say",8,"2H",25,0.03
"3668",134,"be annoyed",9,"3H",33,0.01
"3669",134,"establish",1,"4H",40,0.52
"3670",134,"see",19,"1L",37,0.25
"3671",134,"be right",6,"11H",29,0.14
"3672",134,"acknowledge",5,"14L",14,0
"3673",134,"inform",12,"5H",20,0.49
"3674",134,"hear",16,"9H",35,0.69
"3675",134,"suggest",17,"15H",34,0.19
"3677",134,"admit",13,"13L",26,0.02
"3678",134,"confess",20,"7L",19,0.02
"3681",134,"demonstrate",18,"6H",5,0.27
"3683",134,"reveal",3,"19L",4,0.12
"3684",134,"discover",14,"10L",36,0.03
"3685",134,"prove",2,"17L",15,0.03
"3687",134,"confirm",4,"20L",27,0.04
"3688",134,"think",7,"16L",31,0
"3689",134,"know",11,"8H",1,0.44
"3690",134,"pretend",15,"18H",6,0.19
"3691",134,"announce",10,"12L",28,0.01
"3693",135,"establish",1,"3H",33,0.01
"3695",135,"see",19,"20H",3,0.05
"3696",135,"acknowledge",5,"12L",28,0.03
"3697",135,"inform",12,"5H",20,0.07
"3700",135,"know",11,"10L",36,0.14
